id,age,dist,income,gender,marital_status,target
614,83,2.26800164,"30-39,999",M,S,1
615,70,1.61650495,Under $10k,F,S,1
616,82,4.500515121,"100-149,999",M,M,1
617,80,10.10564153,"30-39,999",M,M,1
618,76,7.621799338,"90-99,999",M,M,0
619,88,13.16544249,"10-19,999",F,S,0
620,72,5.937632937,"100-149,999",F,M,0
621,69,5.303913785,"20-29,999",F,S,0
622,69,1.868367422,"60-69,999",F,S,0
623,73,0.572622745,"50-59,999",F,S,0
624,66,8.760111989,"30-39,999",M,M,0
625,85,8.688889359,"70-79,999",M,M,0
626,90,3.15504429,"40-49,999",M,M,0
627,66,2.697581159,"70-79,999",F,S,0
628,65,5.417674902,"100-149,999",F,M,0
629,79,16.81307001,Under $10k,M,M,0
630,70,11.09115307,"30-39,999",F,M,0
631,66,2.311461708,"40-49,999",M,M,0
632,74,5.156170234,"100-149,999",M,S,0
633,92,11.6963752,,F,S,0
634,67,2.527541263,"90-99,999",F,M,0
635,70,27.46312431,"50-59,999",M,M,0
636,81,7.120260526,"90-99,999",F,S,0
637,73,5.61839131,"90-99,999",F,M,0
638,72,12.97990293,"100-149,999",F,S,1
639,83,2.674032815,"50-59,999",F,M,1
640,76,16.40740923,"20-29,999",M,S,1
641,69,6.651981841,,M,M,1
642,88,14.46096222,"10-19,999",F,S,1
643,72,16.64006947,"40-49,999",M,M,1
644,91,17.3758911,"30-39,999",M,M,1
645,68,4.318190632,"70-79,999",F,S,0
646,65,2.13012144,"70-79,999",M,M,0
647,71,22.02144357,"40-49,999",M,S,0
648,87,27.53958391,"50-59,999",M,M,0
649,67,12.00213999,"100-149,999",M,M,0
650,68,11.10367819,"90-99,999",M,S,0
651,67,3.029532802,,F,,0
652,82,11.75553952,"175 - 199,999",M,,0
653,68,11.06756342,"90-99,999",M,M,0
654,90,5.723906506,"70-79,999",F,M,0
655,78,9.95337475,"10-19,999",M,M,0
656,83,8.651232079,"30-39,999",F,S,0
657,76,21.58508625,"10-19,999",M,M,0
658,73,6.2168218,"100-149,999",F,M,0
659,87,12.2029017,,F,,0
660,77,6.426088789,,F,M,0
661,73,10.89605695,"100-149,999",F,M,0
662,71,2.103860426,"50-59,999",M,M,0
663,72,2.82591756,"30-39,999",F,M,0
664,89,2.903999842,"10-19,999",F,S,0
665,75,2.113430211,"10-19,999",F,M,0
666,77,8.25970782,"90-99,999",M,S,0
667,71,18.62568466,Under $10k,F,S,0
668,69,14.45151312,"150 - 174,999",M,M,0
669,66,1.433505786,"100-149,999",F,M,0
670,79,16.92489096,"30-39,999",F,M,1
671,77,9.404772496,"30-39,999",M,S,1
672,90,17.41322408,"50-59,999",F,S,1
673,71,2.096393846,"20-29,999",F,M,1
674,71,0.429938885,"20-29,999",M,S,1
675,72,7.30611459,"90-99,999",M,M,1
676,80,4.844258853,"30-39,999",F,M,1
677,66,21.73155141,"90-99,999",M,M,0
678,66,6.640622558,250k+,M,M,0
679,91,15.29624304,,M,,0
680,67,8.669744705,"50-59,999",M,M,0
681,69,7.386927068,"10-19,999",M,S,0
682,82,16.00467907,"60-69,999",F,S,0
683,88,3.16021493,,M,,0
684,86,2.6303994,Under $10k,F,S,0
685,71,3.825201417,"100-149,999",M,,0
686,82,11.61485026,,M,,0
687,66,7.284456087,"100-149,999",F,M,0
688,78,12.10006187,"70-79,999",M,S,0
689,83,8.399308364,250k+,F,M,0
690,73,15.97668123,"100-149,999",F,M,0
691,75,16.77228745,250k+,M,M,0
692,65,18.88981671,"50-59,999",M,M,0
693,73,5.419885872,"100-149,999",M,M,0
694,70,6.051254434,"40-49,999",M,S,0
695,71,4.756350795,"90-99,999",F,M,0
696,78,4.287901779,"30-39,999",F,M,0
697,73,2.359900866,"150 - 174,999",,M,0
698,69,20.36234238,"40-49,999",F,S,0
699,90,7.934378754,"30-39,999",F,M,1
700,81,8.741870456,"70-79,999",M,M,1
701,81,22.19831935,"30-39,999",F,M,1
702,84,1.408594135,"20-29,999",F,S,1
703,85,2.186445348,"90-99,999",M,M,1
704,74,7.56262674,"60-69,999",F,M,1
705,86,15.87688742,"60-69,999",F,M,1
706,76,9.633728532,"30-39,999",F,M,1
707,78,10.81041436,"10-19,999",F,S,0
708,76,3.360721686,"60-69,999",F,S,0
709,79,11.38078848,"10-19,999",F,M,0
710,84,5.383648638,"90-99,999",F,M,0
711,68,15.84024959,"50-59,999",F,S,0
712,69,4.543249845,"200 - 249,999",M,M,0
713,71,9.392283269,"50-59,999",F,M,0
714,79,3.839949049,"70-79,999",M,M,0
715,69,24.02404853,"40-49,999",M,S,0
716,69,7.227433486,"90-99,999",F,M,0
717,78,20.29453728,"40-49,999",F,M,0
718,71,7.587753145,"90-99,999",F,S,0
719,70,6.201949457,"90-99,999",M,M,0
720,70,8.110241931,"40-49,999",M,M,0
721,84,1.143947483,"90-99,999",M,M,0
722,86,3.456167972,"100-149,999",F,M,0
723,71,10.55879392,"20-29,999",F,M,0
724,81,3.003133696,"40-49,999",F,M,1
725,72,4.098289104,"30-39,999",F,M,1
726,84,3.892809476,"100-149,999",M,M,1
727,90,0.667286188,"50-59,999",F,S,1
728,71,2.91401832,"30-39,999",F,S,1
729,76,9.095577881,"40-49,999",M,M,1
730,85,1.560274555,"60-69,999",M,M,1
731,78,3.803905145,"90-99,999",M,S,1
732,69,18.79275729,"10-19,999",F,M,1
733,80,19.70832722,Under $10k,F,M,1
734,80,2.135453104,"20-29,999",F,S,1
735,68,3.741847762,"60-69,999",M,S,1
736,66,10.34684978,"100-149,999",M,M,1
737,85,16.26031519,"60-69,999",F,M,0
738,73,15.64143956,"90-99,999",M,M,0
739,76,3.214603389,"30-39,999",M,S,0
740,66,7.998597156,"10-19,999",F,M,0
741,75,13.55138838,"50-59,999",M,S,0
742,66,6.426404686,"10-19,999",M,M,0
743,68,7.411996181,"90-99,999",M,M,0
744,66,10.6744413,"50-59,999",M,S,0
745,79,19.12093484,"10-19,999",M,M,0
746,71,8.932928089,"100-149,999",F,M,0
747,77,9.071201404,"10-19,999",F,S,0
748,66,2.295463131,250k+,F,M,0
749,72,15.48668563,"90-99,999",M,M,0
750,66,25.26212437,"100-149,999",F,,0
751,76,17.5255779,"90-99,999",M,M,0
752,88,5.869296902,"10-19,999",F,S,0
753,86,7.56372901,,F,S,0
754,72,3.291547164,"20-29,999",M,S,0
755,93,23.28361842,"70-79,999",F,M,0
756,68,4.07905432,"30-39,999",F,S,0
757,74,5.648547272,"10-19,999",F,S,0
758,72,12.58384532,"90-99,999",M,M,0
759,85,3.526855595,"50-59,999",M,S,0
760,76,21.64743689,"90-99,999",M,M,0
761,77,9.276280219,"100-149,999",M,M,1
762,67,2.238196996,"50-59,999",F,M,1
763,70,10.51388316,"90-99,999",M,M,1
764,83,1.030637414,"20-29,999",F,M,1
765,71,26.19353461,"40-49,999",M,M,1
766,79,2.091182911,"90-99,999",M,M,1
767,94,5.573729892,"70-79,999",F,M,1
768,78,23.96339725,"10-19,999",F,S,0
769,90,25.82609369,,M,M,0
770,78,1.746495235,"90-99,999",F,M,0
771,75,1.864215799,"150 - 174,999",M,M,0
772,65,15.25038787,"90-99,999",M,S,0
773,71,4.069735774,"50-59,999",M,M,0
774,77,14.26584591,"20-29,999",M,M,0
775,81,2.401372667,"90-99,999",M,M,0
776,66,13.19478291,"90-99,999",F,M,0
777,67,5.729825256,"90-99,999",M,M,0
778,77,9.502537074,"90-99,999",M,M,0
779,74,13.2336736,"90-99,999",F,M,0
780,65,16.68162387,"60-69,999",M,S,0
781,65,26.68287697,"20-29,999",M,S,0
782,91,3.349295405,"30-39,999",M,S,0
783,73,9.808970762,"60-69,999",F,S,0
784,69,2.532460146,"40-49,999",M,M,0
785,68,21.77241661,"50-59,999",F,M,1
786,73,1.502462863,"90-99,999",M,S,1
787,93,0.215061652,Under $10k,F,S,1
788,86,2.61851432,"40-49,999",F,M,1
789,84,12.52567813,,M,M,1
790,91,5.804910573,,M,,1
791,77,3.022826943,"30-39,999",M,M,1
792,85,5.941720726,"70-79,999",M,M,1
793,75,13.3945787,"200 - 249,999",F,M,0
794,92,12.34023002,"90-99,999",M,M,0
795,66,4.158298825,"100-149,999",F,M,0
796,67,1.91386869,"40-49,999",M,S,0
797,66,0.535108001,Under $10k,F,S,0
798,73,5.694477666,"90-99,999",M,M,0
799,66,0.888678325,"100-149,999",M,M,0
800,94,16.28732748,"20-29,999",M,S,0
801,74,13.23483964,"20-29,999",F,S,0
802,72,12.00019875,"40-49,999",M,S,0
803,93,24.85693544,"100-149,999",M,,0
804,69,1.171396269,"60-69,999",F,M,0
805,91,3.209257059,"30-39,999",F,M,0
806,94,13.01594773,"20-29,999",F,S,0
807,71,3.273226802,"90-99,999",M,M,0
808,69,14.11710121,"40-49,999",F,M,0
809,73,10.70541375,,F,S,0
810,66,0.564925298,"60-69,999",F,M,0
811,66,1.786298902,"90-99,999",M,M,0
812,79,9.486934661,"40-49,999",M,M,1
813,68,0.764663661,"70-79,999",M,M,1
814,65,2.048901608,"30-39,999",M,M,1
815,93,0.949633828,Under $10k,M,S,1
816,85,1.63704213,"40-49,999",M,M,1
817,72,0.292404411,"90-99,999",M,S,1
818,70,23.65627575,"90-99,999",F,M,1
819,68,15.76104212,"20-29,999",F,M,0
820,68,3.571634538,"100-149,999",M,M,1
821,81,3.946450554,"40-49,999",M,M,1
822,90,4.295296715,"10-19,999",M,S,1
823,81,2.296177127,Under $10k,F,M,1
824,82,3.74662759,"50-59,999",M,M,1
825,82,3.506802497,"10-19,999",F,M,1
826,72,9.827003306,"50-59,999",F,S,1
827,77,10.10441185,"90-99,999",M,M,0
828,88,8.595754339,"10-19,999",F,S,0
829,76,19.81715306,,M,M,0
830,73,10.65541812,"90-99,999",F,M,0
831,79,1.799048701,,M,,0
832,67,11.43815974,"90-99,999",M,M,0
833,72,22.09817533,"100-149,999",M,M,0
834,80,5.164434301,250k+,F,M,0
835,68,3.571833479,"40-49,999",M,M,0
836,77,2.305535764,"100-149,999",M,M,0
837,65,3.042001493,"70-79,999",M,M,0
838,70,26.26159755,"90-99,999",M,M,0
839,67,5.009885227,"100-149,999",F,M,0
840,72,0.851318503,"100-149,999",M,M,0
841,67,10.53192364,"60-69,999",F,M,0
842,81,1.83844604,"90-99,999",M,M,0
843,89,5.881743575,,M,,0
844,81,20.675174,"50-59,999",F,M,0
845,68,2.349833872,Under $10k,F,S,0
846,83,21.98720444,,M,,0
847,69,9.809301096,"100-149,999",F,M,0
848,78,3.042402278,"40-49,999",M,M,0
849,74,10.82271362,"30-39,999",F,M,1
850,76,8.749918805,"70-79,999",M,M,1
851,78,7.581952168,"70-79,999",M,M,1
852,91,6.786928787,,F,S,1
853,69,1.776168407,"70-79,999",F,M,1
854,66,14.25336163,"40-49,999",M,S,1
855,65,4.875861347,"50-59,999",M,M,1
856,66,4.926667953,"50-59,999",M,S,0
857,78,3.711374391,"200 - 249,999",M,M,0
858,80,6.922980778,"60-69,999",M,S,0
859,78,8.224656119,"10-19,999",F,M,0
860,73,2.136267777,"100-149,999",F,M,0
861,68,27.97587013,"40-49,999",M,S,0
862,65,7.925417556,"50-59,999",F,M,0
863,90,2.14802028,Under $10k,M,M,0
864,72,5.164645133,"70-79,999",M,M,0
865,77,24.38546012,"30-39,999",M,S,0
866,71,1.791572359,"100-149,999",M,M,0
867,91,11.3637026,"100-149,999",M,M,0
868,68,7.556027851,"90-99,999",M,S,0
869,70,4.108320926,"10-19,999",M,S,0
870,78,2.557254521,"30-39,999",F,S,0
871,72,5.495359983,"10-19,999",F,S,0
872,67,4.081423353,"30-39,999",M,S,0
873,89,12.58931418,,M,,0
874,72,15.46759428,"70-79,999",F,S,0
875,70,1.530847547,"50-59,999",F,S,0
876,72,8.148463337,"40-49,999",M,M,0
877,78,5.154691521,"90-99,999",M,M,0
878,73,4.662053766,"100-149,999",M,M,0
879,73,0.441651182,"70-79,999",M,M,1
880,68,1.048756561,"10-19,999",F,S,1
881,65,2.387262888,"90-99,999",M,M,1
882,81,1.548755726,"40-49,999",M,S,1
883,77,4.697884653,"150 - 174,999",M,M,1
884,85,0.338911826,"10-19,999",F,S,1
885,90,3.693568852,"90-99,999",M,M,1
886,85,1.108483119,"10-19,999",M,M,1
887,87,16.22022128,Under $10k,F,M,0
888,79,1.646524752,"10-19,999",F,S,0
889,93,2.891614091,"90-99,999",M,M,0
890,94,3.919489264,"30-39,999",M,M,0
891,69,27.62740032,"90-99,999",M,M,0
892,83,7.705347731,"20-29,999",F,S,0
893,78,8.687766383,"100-149,999",F,,0
894,81,3.170229505,"20-29,999",M,M,0
895,72,8.033805575,"90-99,999",F,M,0
896,82,7.369692615,"90-99,999",F,S,0
897,76,5.139585306,"90-99,999",M,M,0
898,77,2.615062194,"100-149,999",F,M,0
899,67,7.797826959,"20-29,999",M,M,0
900,82,8.87088497,,,S,0
901,89,5.845306131,,F,S,0
902,66,6.395428523,"90-99,999",M,M,0
903,74,6.591374287,"100-149,999",M,M,0
904,68,3.096278571,"50-59,999",F,S,0
905,79,10.43339998,"100-149,999",F,S,0
906,68,28.06910494,"20-29,999",F,S,0
907,68,6.556304288,"30-39,999",F,S,0
908,66,5.82226312,"90-99,999",F,S,0
909,66,14.26318444,"100-149,999",F,M,0
910,72,0.832242143,"60-69,999",F,M,0
911,66,5.733163167,"10-19,999",F,S,1
912,78,4.247929777,"50-59,999",F,M,1
913,85,9.101958166,"70-79,999",M,M,1
914,86,4.696873134,"30-39,999",M,S,1
915,84,0.158643775,,F,S,1
916,66,6.171126093,"100-149,999",M,M,1
917,73,1.601294834,"20-29,999",F,S,1
918,75,6.359363485,"60-69,999",F,S,1
919,88,3.251269698,"175 - 199,999",M,M,0
920,89,7.466694222,"10-19,999",F,S,0
921,73,9.60859675,"10-19,999",F,M,0
922,65,0.901073048,"50-59,999",M,,0
923,80,2.059625437,"60-69,999",F,S,0
924,72,21.42288695,"150 - 174,999",M,,0
925,67,1.640563066,"100-149,999",F,M,0
926,86,16.1496595,,F,S,0
927,76,7.11835487,"10-19,999",M,S,0
928,80,7.184737371,"100-149,999",F,M,0
929,74,16.73590763,"100-149,999",M,M,0
930,79,4.415076523,250k+,F,S,0
931,74,6.951638518,"100-149,999",F,M,0
932,74,17.21920011,"40-49,999",F,M,0
933,73,13.13553456,"40-49,999",M,S,0
934,69,2.679308725,"10-19,999",F,S,0
935,74,20.74201215,"70-79,999",F,S,0
936,70,4.018356804,"60-69,999",M,M,0
937,79,2.394934778,"70-79,999",F,M,0
938,73,12.77239675,"100-149,999",F,M,0
939,76,13.59409166,"40-49,999",M,S,1
940,69,2.259522872,"10-19,999",F,S,1
941,93,4.971893347,"50-59,999",F,M,1
942,78,5.734888718,"10-19,999",F,S,1
943,86,3.758301036,"90-99,999",M,M,1
944,93,11.58374597,"50-59,999",M,M,1
945,74,1.3924072,"50-59,999",M,M,1
946,82,3.128613746,"70-79,999",M,M,1
947,78,3.696403148,"40-49,999",F,M,0
948,65,10.59824116,"30-39,999",M,S,0
949,70,16.73953408,"50-59,999",M,S,0
950,73,20.21698063,"20-29,999",M,M,0
951,80,13.29567,"50-59,999",F,M,0
952,74,4.549402737,"30-39,999",F,S,0
953,65,2.208243558,"90-99,999",M,M,0
954,76,9.543360767,"100-149,999",F,M,0
955,90,1.915663203,,M,M,0
956,91,2.696361587,"60-69,999",M,M,0
957,67,19.34947175,"50-59,999",F,M,0
958,78,8.39411332,"90-99,999",F,M,0
959,67,14.07298702,"20-29,999",M,M,0
960,89,5.971381832,Under $10k,M,M,0
961,91,12.4488002,"30-39,999",F,M,0
962,79,24.40871358,"10-19,999",M,M,0
963,71,5.443242033,"20-29,999",F,S,0
964,74,28.87264418,"90-99,999",M,M,0
965,82,0.790921802,"40-49,999",F,M,0
966,72,6.38667565,"20-29,999",F,S,0
967,75,8.944435762,"30-39,999",F,M,0
968,80,2.661762779,Under $10k,F,S,0
969,70,4.38912884,"175 - 199,999",F,M,0
970,82,5.627439541,"70-79,999",M,S,0
971,72,8.890907719,"10-19,999",F,S,0
972,75,15.20023394,,M,,0
973,73,3.944778693,,M,S,0
974,67,19.79768211,"40-49,999",F,M,0
975,67,7.233903346,"50-59,999",F,M,0
976,68,6.855259372,"10-19,999",F,S,0
977,68,7.190319529,"200 - 249,999",F,M,0
978,91,4.15664195,"10-19,999",F,S,0
979,86,3.954133187,,M,S,1
980,77,5.10110453,"100-149,999",M,M,1
981,83,4.974164959,"40-49,999",F,M,1
982,93,4.110619364,"30-39,999",F,M,1
983,75,18.06251341,"10-19,999",F,S,1
984,73,1.907213628,"90-99,999",F,M,1
985,87,3.843210345,"40-49,999",M,S,1
986,81,4.035209088,"10-19,999",M,S,0
987,86,3.130692312,"10-19,999",F,S,0
988,71,10.82813519,"10-19,999",F,S,0
989,91,17.07300647,"50-59,999",M,M,0
990,67,5.691237741,"90-99,999",M,M,0
991,66,18.35830984,"200 - 249,999",M,M,0
992,78,2.756233881,250k+,F,M,0
993,70,7.92725864,"40-49,999",M,M,0
994,76,25.44880018,"90-99,999",,S,0
995,85,7.408929599,"40-49,999",F,M,0
996,82,4.434244729,Under $10k,F,S,0
997,83,14.26514397,,F,S,0
998,65,9.541512837,"80-89,999",F,M,0
999,84,5.778834255,"50-59,999",M,M,0
1000,80,17.50420222,"50-59,999",M,S,0
1001,73,17.13090089,"100-149,999",M,M,0
1002,71,12.24222202,"50-59,999",M,S,0
1003,71,4.053430743,"90-99,999",F,M,0
1004,70,10.97427227,,F,,0
1005,88,8.602360221,"50-59,999",M,M,0
1006,67,8.139681028,"30-39,999",M,S,0
1007,69,22.17185731,"10-19,999",F,S,0
1008,69,12.54034082,"90-99,999",M,M,0
1009,83,5.719313773,"10-19,999",M,S,0
1010,66,3.76549938,"100-149,999",F,M,0
1011,71,1.150343695,"70-79,999",F,S,0
1012,75,19.87350327,"90-99,999",F,M,0
1013,82,14.49213358,"90-99,999",M,M,0
1014,70,6.107158091,"100-149,999",M,M,0
1015,74,7.620807346,"90-99,999",F,M,0
1016,91,9.009722283,Under $10k,F,S,0
1017,77,5.851575068,"100-149,999",M,M,1
1018,76,1.466078481,"90-99,999",M,M,1
1019,91,12.1104917,"50-59,999",M,M,1
1020,71,2.832608535,"150 - 174,999",F,S,1
1021,77,1.999008294,"90-99,999",M,M,1
1022,67,20.19336728,"40-49,999",M,M,1
1023,79,3.967448737,"90-99,999",F,M,1
1024,79,9.079052274,"90-99,999",F,M,1
1025,66,1.298055145,"70-79,999",M,S,1
1026,91,10.03879777,"90-99,999",F,,1
1027,65,3.468459789,"60-69,999",M,S,1
1028,85,24.00939369,"100-149,999",M,M,1
1029,78,1.875554407,"60-69,999",M,M,1
1030,94,5.492745733,"10-19,999",F,S,1
1031,65,23.82037198,"10-19,999",,M,1
1032,66,3.786562172,"90-99,999",M,M,0
1033,66,10.82742892,"100-149,999",M,M,0
1034,68,9.5248549,"90-99,999",M,S,0
1035,88,22.83159041,,M,,0
1036,66,4.104521254,"175 - 199,999",M,M,0
1037,70,15.30953566,250k+,F,M,0
1038,72,3.676980399,"50-59,999",F,S,0
1039,91,4.33282519,"90-99,999",M,M,0
1040,79,1.553656031,"20-29,999",M,M,0
1041,75,7.388590667,"90-99,999",M,M,0
1042,67,4.458390207,"175 - 199,999",F,M,0
1043,91,3.580891992,"10-19,999",F,M,0
1044,66,1.759872353,"90-99,999",F,S,0
1045,71,13.92753072,"100-149,999",F,M,0
1046,77,9.742217246,"100-149,999",F,M,0
1047,85,7.554376066,"70-79,999",F,M,0
1048,88,16.34445772,"100-149,999",M,S,0
1049,66,3.059490455,"50-59,999",M,M,0
1050,68,3.692318303,"30-39,999",F,S,0
1051,75,10.14658761,"90-99,999",F,S,0
1052,83,27.21664535,"70-79,999",F,M,0
1053,72,5.646094015,"10-19,999",M,M,0
1054,69,26.9999703,"30-39,999",F,S,0
1055,78,12.39971325,"10-19,999",F,S,1
1056,83,1.567488803,"10-19,999",F,S,1
1057,89,21.94575408,"60-69,999",M,M,1
1058,75,3.037219663,"50-59,999",F,S,1
1059,77,6.861087309,"10-19,999",M,S,1
1060,80,1.653163191,"10-19,999",F,S,1
1061,84,14.69652542,"40-49,999",M,M,1
1062,77,1.998800813,"100-149,999",M,M,1
1063,77,21.88371305,"90-99,999",M,M,1
1064,80,16.49572855,"50-59,999",F,M,1
1065,80,1.802347724,"90-99,999",F,M,1
1066,76,8.336429724,250k+,F,S,1
1067,87,7.728400341,"50-59,999",F,S,1
1068,80,3.824368499,"30-39,999",F,M,1
1069,82,17.66452064,"10-19,999",F,S,1
1070,86,5.399014352,"50-59,999",M,M,1
1071,81,13.12187833,"30-39,999",M,M,0
1072,65,3.777094565,"100-149,999",M,S,0
1073,85,20.14386822,"100-149,999",M,M,0
1074,78,9.828453123,,M,M,0
1075,69,6.193300019,"50-59,999",F,M,0
1076,71,11.1109936,"150 - 174,999",F,M,0
1077,75,9.51029131,"40-49,999",M,S,0
1078,65,6.02371608,"30-39,999",M,M,0
1079,78,20.3316421,"10-19,999",M,M,0
1080,73,8.681561578,,M,S,0
1081,89,14.4677562,"100-149,999",M,M,0
1082,84,2.753190911,"90-99,999",F,M,0
1083,69,2.60683248,"175 - 199,999",M,M,0
1084,70,16.86298229,"90-99,999",F,M,0
1085,77,2.212711569,"100-149,999",M,M,0
1086,78,19.47142123,"90-99,999",M,,0
1087,75,5.389132942,"20-29,999",M,S,1
1088,84,14.58140002,"40-49,999",M,S,1
1089,82,23.26351821,"20-29,999",M,M,1
1090,87,12.58514639,,M,S,1
1091,79,17.35143443,Under $10k,F,M,1
1092,83,0.853484062,"60-69,999",M,M,1
1093,89,2.291114265,"90-99,999",M,M,0
1094,74,0.783290548,"50-59,999",M,M,1
1095,88,2.308843384,"150 - 174,999",M,M,1
1096,83,0.717811012,"100-149,999",M,M,1
1097,73,11.72221814,"40-49,999",F,S,1
1098,82,3.79583708,"20-29,999",F,S,1
1099,87,2.172208627,"90-99,999",F,M,1
1100,79,3.466880128,Under $10k,M,M,1
1101,94,3.649327183,"30-39,999",M,S,0
1102,73,4.077279444,"175 - 199,999",M,S,0
1103,72,14.04989802,,M,,0
1104,94,15.30559646,,F,S,0
1105,77,3.870500812,"70-79,999",F,S,0
1106,68,0.809659127,"60-69,999",F,S,0
1107,72,22.07768553,,M,S,0
1108,71,6.523136415,,F,,0
1109,79,10.10469553,"90-99,999",F,M,0
1110,65,14.63444873,"100-149,999",F,M,0
1111,65,4.18099336,"70-79,999",F,M,0
1112,66,4.572490364,"150 - 174,999",M,M,0
1113,74,16.57032957,"100-149,999",F,S,0
1114,79,1.696232088,"100-149,999",F,M,0
1115,82,3.816389135,"30-39,999",M,S,0
1116,65,7.984525233,"100-149,999",F,M,0
1117,82,2.56075205,"10-19,999",F,S,0
1118,81,4.093444024,"10-19,999",F,S,0
1119,67,1.218490841,"10-19,999",F,S,0
1120,76,18.0869468,"40-49,999",F,S,0
1121,79,2.643618558,"100-149,999",F,S,0
1122,76,3.93687032,"90-99,999",F,M,0
1123,79,4.150547351,"40-49,999",F,M,0
1124,88,7.15507302,"100-149,999",M,M,0
1125,80,28.13622575,,F,,0
1126,71,14.66783215,"50-59,999",M,M,1
1127,86,0.319726388,"10-19,999",M,M,1
1128,91,6.844319754,"50-59,999",F,M,1
1129,79,2.92205623,"100-149,999",M,M,1
1130,83,9.00010505,"10-19,999",F,S,1
1131,66,4.456398939,"90-99,999",M,M,1
1132,70,22.64657358,"40-49,999",F,M,1
1133,74,1.82044956,"20-29,999",F,M,0
1134,78,1.902969652,"70-79,999",F,M,0
1135,91,1.728586629,Under $10k,F,S,0
1136,70,7.218435308,"20-29,999",M,S,0
1137,65,10.08070421,"100-149,999",F,S,0
1138,89,7.296039932,"50-59,999",F,S,0
1139,80,3.361642425,"60-69,999",F,M,0
1140,80,29.95883352,"10-19,999",M,S,0
1141,65,16.67728136,"150 - 174,999",M,M,0
1142,80,20.77858616,"40-49,999",M,M,0
1143,74,1.047112072,"50-59,999",F,S,0
1144,94,3.614321394,"20-29,999",F,S,0
1145,66,9.045261502,"90-99,999",F,S,0
1146,67,2.754337234,"90-99,999",F,S,0
1147,70,3.686506303,"150 - 174,999",F,S,0
1148,68,9.038741521,"100-149,999",F,M,0
1149,81,2.765076454,Under $10k,M,M,0
1150,79,27.65964612,"10-19,999",F,S,0
1151,75,4.070424376,"90-99,999",F,S,0
1152,85,20.6623207,,F,,0
1153,78,16.43106316,"10-19,999",F,S,0
1154,77,4.322581386,"10-19,999",F,M,0
1155,71,9.859170347,"50-59,999",M,,0
1156,70,10.99438656,"30-39,999",M,S,0
1157,81,6.450837716,"60-69,999",F,M,1
1158,77,1.735103508,"60-69,999",M,M,1
1159,87,3.972716992,"40-49,999",F,S,1
1160,71,4.105865472,"70-79,999",M,M,1
1161,72,9.39826935,"90-99,999",M,M,1
1162,71,23.85369906,"50-59,999",M,M,1
1163,78,7.399435692,"10-19,999",F,S,0
1164,71,1.039649203,250k+,F,M,0
1165,67,4.751523009,,F,M,0
1166,74,6.952402327,"100-149,999",M,M,0
1167,88,5.399075333,"10-19,999",F,S,0
1168,73,7.243478456,"50-59,999",F,S,0
1169,65,23.11141451,"30-39,999",F,S,0
1170,66,1.81722635,"10-19,999",F,S,0
1171,81,14.69342641,"60-69,999",F,M,0
1172,79,8.119259824,"30-39,999",F,S,0
1173,74,25.27029143,"10-19,999",F,M,0
1174,69,4.893965953,Under $10k,F,M,0
1175,83,16.11456456,"90-99,999",,S,0
1176,68,8.807441894,"10-19,999",M,S,0
1177,85,10.32586366,"100-149,999",F,S,0
1178,77,8.571107398,"50-59,999",M,S,0
1179,90,0.129041327,"40-49,999",M,M,0
1180,78,5.500036966,"100-149,999",F,M,1
1181,79,5.50047261,"50-59,999",F,S,1
1182,85,11.57839359,"70-79,999",M,M,1
1183,65,9.94311152,"90-99,999",F,M,1
1184,76,6.129858556,"100-149,999",M,M,1
1185,68,17.72596663,"40-49,999",M,S,1
1186,79,20.73226206,Under $10k,F,M,1
1187,70,10.23141436,"90-99,999",M,M,0
1188,69,0.764836305,"90-99,999",F,M,0
1189,74,29.61074517,"100-149,999",M,M,0
1190,74,26.03927646,"40-49,999",F,S,0
1191,79,6.72452272,Under $10k,F,S,0
1192,91,2.344835898,"30-39,999",F,M,0
1193,76,15.12890667,"70-79,999",M,M,0
1194,80,0.263474636,"90-99,999",F,S,0
1195,65,1.904081198,"150 - 174,999",M,M,0
1196,69,7.288747189,"100-149,999",M,M,0
1197,68,5.542358499,"60-69,999",M,S,0
1198,86,6.577248772,"20-29,999",M,M,0
1199,76,11.06547958,"20-29,999",F,S,0
1200,82,7.478697702,"30-39,999",F,M,0
1201,88,9.473002957,"10-19,999",M,M,0
1202,78,13.22640995,"90-99,999",F,S,0
1203,74,7.741903517,"100-149,999",F,M,0
1204,71,3.605729672,,F,M,0
1205,73,4.243660831,"175 - 199,999",M,M,1
1206,67,4.610767179,"20-29,999",F,S,1
1207,74,2.152486624,"50-59,999",F,M,1
1208,85,1.447276782,"20-29,999",M,M,1
1209,82,14.74865265,"90-99,999",M,M,1
1210,90,4.28012079,,M,,1
1211,76,2.134168426,"90-99,999",M,M,1
1212,80,22.67554791,"10-19,999",M,M,1
1213,72,1.756316186,,F,,0
1214,79,0.787395876,"50-59,999",M,S,0
1215,75,9.007108651,"30-39,999",,S,0
1216,82,9.799843715,"10-19,999",F,S,0
1217,94,2.939207834,"90-99,999",M,M,0
1218,94,4.595751811,"30-39,999",F,M,0
1219,66,17.73822642,Under $10k,F,S,0
1220,75,2.498196592,"100-149,999",M,M,0
1221,83,23.42535181,"30-39,999",M,S,0
1222,90,5.228170307,"90-99,999",M,M,0
1223,72,14.31301945,"70-79,999",M,M,0
1224,66,4.684980739,"90-99,999",M,M,0
