id,age,dist,income,gender,marital_status,target
1225,71,0.556029144,"20-29,999",M,M,0
1226,84,2.776183519,"10-19,999",M,S,0
1227,72,20.4213616,"100-149,999",F,M,0
1228,76,5.298033971,250k+,M,M,0
1229,77,1.70432959,"100-149,999",F,S,0
1230,74,1.733582135,"20-29,999",M,M,0
1231,85,2.058841481,"10-19,999",M,S,0
1232,92,7.405456328,"90-99,999",F,M,0
1233,71,9.200024316,"90-99,999",M,M,0
1234,69,8.255428467,"100-149,999",M,M,0
1235,86,12.67477798,"70-79,999",F,S,0
1236,70,2.704582331,"100-149,999",M,M,0
1237,79,2.162493973,"10-19,999",F,M,0
1238,71,8.623682125,,F,S,0
1239,89,5.88893253,"50-59,999",M,M,1
1240,77,22.14141621,"90-99,999",M,S,1
1241,70,7.369150053,"60-69,999",F,M,1
1242,67,2.351093544,"40-49,999",F,M,1
1243,86,9.612156395,"50-59,999",M,M,1
1244,70,3.198014962,"60-69,999",M,M,1
1245,83,3.215897742,"90-99,999",M,M,1
1246,68,17.35058406,"10-19,999",F,S,1
1247,72,4.011135074,"100-149,999",M,M,0
1248,79,2.297442009,"10-19,999",F,M,0
1249,84,1.212775928,"60-69,999",F,M,0
1250,70,15.41682476,"70-79,999",M,S,0
1251,68,2.376290585,"150 - 174,999",M,M,0
1252,72,10.97585016,"100-149,999",M,M,0
1253,72,2.117562088,"50-59,999",F,M,0
1254,78,4.295612369,"90-99,999",M,M,0
1255,72,5.599699494,"150 - 174,999",F,S,0
1256,72,15.79073414,"90-99,999",F,M,0
1257,74,1.2960883,"100-149,999",M,,0
1258,65,3.269665739,250k+,M,M,0
1259,70,27.6004663,"40-49,999",F,M,0
1260,79,8.803014121,"40-49,999",M,M,0
1261,73,4.759999167,"30-39,999",M,S,0
1262,87,10.17384132,"20-29,999",F,S,0
1263,72,10.50545186,"50-59,999",M,S,0
1264,80,3.517116275,"90-99,999",F,M,0
1265,81,14.67056255,"10-19,999",F,S,0
1266,90,4.897761506,"30-39,999",F,S,0
1267,68,3.233820026,"90-99,999",M,S,0
1268,79,2.182769,"90-99,999",F,M,1
1269,77,4.900977184,"90-99,999",F,M,1
1270,72,2.905949282,"20-29,999",M,M,1
1271,79,13.33400848,"70-79,999",M,M,1
1272,80,5.270822486,"50-59,999",M,M,1
1273,71,0.992685345,Under $10k,M,M,1
1274,71,1.207799663,"50-59,999",F,S,1
1275,78,6.987796767,"60-69,999",M,M,0
1276,65,13.89158625,"100-149,999",F,M,0
1277,71,3.303782246,"90-99,999",F,M,0
1278,69,6.802163037,"20-29,999",M,S,0
1279,91,6.88976687,"20-29,999",M,,0
1280,65,8.173361962,"70-79,999",F,M,0
1281,74,2.535071246,"40-49,999",M,S,0
1282,79,7.205445154,"90-99,999",M,M,1
1283,78,21.84808058,"50-59,999",M,M,1
1284,80,19.70373801,Under $10k,M,S,1
1285,70,15.33062543,"100-149,999",M,M,1
1286,65,18.50424318,"50-59,999",F,S,1
1287,74,1.385696992,"70-79,999",F,S,1
1288,80,8.994765531,"90-99,999",M,M,1
1289,84,14.49410581,"10-19,999",F,S,0
1290,67,9.371197742,"90-99,999",F,M,0
1291,77,10.29928305,"100-149,999",F,M,0
1292,79,4.309367251,"40-49,999",F,S,0
1293,79,1.050363731,"50-59,999",F,M,0
1294,65,7.99613346,"90-99,999",F,S,0
1295,79,7.811359363,Under $10k,F,S,0
1296,81,2.736217908,"30-39,999",M,M,0
1297,86,3.924505317,"50-59,999",F,M,0
1298,77,1.721775425,"90-99,999",F,S,0
1299,90,3.530967879,"30-39,999",F,S,0
1300,65,7.068285448,"20-29,999",M,S,0
1301,80,10.92155592,"10-19,999",M,S,0
1302,75,2.184219191,"70-79,999",M,M,0
1303,74,1.456727842,"20-29,999",M,M,1
1304,78,7.939193514,"30-39,999",M,S,1
1305,90,1.631036325,"100-149,999",M,M,1
1306,77,15.07018217,"20-29,999",F,S,1
1307,93,0.420966487,"30-39,999",F,M,1
1308,88,15.28512082,"30-39,999",F,S,1
1309,78,12.44007511,"100-149,999",M,M,1
1310,76,3.348220687,Under $10k,F,S,1
1311,72,0.60689173,"90-99,999",F,M,0
1312,80,7.130820097,"40-49,999",F,M,0
1313,78,10.01349396,250k+,M,M,0
1314,82,6.48905035,"70-79,999",M,M,0
1315,66,3.905524418,"150 - 174,999",M,M,0
1316,73,2.183502008,"10-19,999",M,S,0
1317,67,21.19743259,"30-39,999",F,S,0
1318,85,3.439520083,"40-49,999",F,M,0
1319,94,1.679297002,"50-59,999",F,M,0
1320,65,8.102231524,"100-149,999",F,M,0
1321,70,10.1305973,Under $10k,F,S,0
1322,90,2.261200266,"10-19,999",M,S,0
1323,73,2.200193567,"10-19,999",F,M,0
1324,84,7.610363595,"50-59,999",F,,0
1325,80,9.878665004,"100-149,999",M,S,0
1326,80,20.7342226,Under $10k,M,M,0
1327,74,21.10822843,"90-99,999",F,M,0
1328,66,28.03938629,"60-69,999",F,M,0
1329,65,13.95893053,"70-79,999",F,M,0
1330,93,10.67757436,"90-99,999",F,S,0
1331,71,7.12567312,"100-149,999",M,M,0
1332,70,9.890826526,"50-59,999",F,M,0
1333,70,2.289223803,"150 - 174,999",F,,0
1334,65,4.301683107,"10-19,999",M,S,0
1335,67,3.555249385,"10-19,999",F,S,0
1336,80,8.997613559,"100-149,999",M,M,0
1337,76,7.911832696,"70-79,999",F,S,0
1338,66,7.865654218,,F,,0
1339,81,20.99435258,"30-39,999",M,S,1
1340,94,3.102701488,"30-39,999",M,S,1
1341,66,1.000639854,"90-99,999",M,M,1
1342,79,3.805017877,"60-69,999",F,M,1
1343,75,2.068364335,"100-149,999",M,S,1
1344,89,3.6801789,"175 - 199,999",M,M,1
1345,78,8.486655929,"50-59,999",F,M,1
1346,76,1.142977165,"60-69,999",M,M,0
1347,66,2.34842711,"90-99,999",M,M,0
1348,68,9.454100458,"100-149,999",M,M,0
1349,90,7.047046844,"30-39,999",M,S,0
1350,86,4.382054243,"50-59,999",M,M,0
1351,67,2.266730204,"100-149,999",M,M,0
1352,72,2.548843106,"30-39,999",F,S,0
1353,79,16.86352274,,M,,0
1354,70,2.718709344,"175 - 199,999",F,M,0
1355,76,2.63989053,"20-29,999",F,S,0
1356,78,17.11536328,"50-59,999",M,M,0
1357,89,1.858076681,"90-99,999",F,M,0
1358,87,0.935790681,"100-149,999",M,M,0
1359,69,6.737222334,"100-149,999",M,M,0
1360,70,10.9810858,"100-149,999",F,M,0
1361,72,0.414792542,"50-59,999",F,M,0
1362,72,7.443693497,"100-149,999",F,M,0
1363,73,5.233167569,"40-49,999",M,S,0
1364,69,2.669966707,"40-49,999",M,S,0
1365,94,15.16125719,Under $10k,F,S,0
1366,67,9.856780449,250k+,M,M,0
1367,86,3.271772764,"70-79,999",F,M,0
1368,73,7.333590823,250k+,M,M,0
1369,83,1.049494001,"40-49,999",F,M,0
1370,71,10.97493768,"10-19,999",M,S,0
1371,81,11.60528665,"50-59,999",F,M,0
1372,73,7.81526844,"20-29,999",F,S,0
1373,85,21.30082842,"20-29,999",M,M,0
1374,65,2.450252375,,F,M,0
1375,65,11.65527477,"70-79,999",M,S,0
1376,66,2.073190907,"70-79,999",F,M,0
1377,80,2.056727479,"60-69,999",F,M,0
1378,87,3.107742223,,M,,0
1379,74,19.44343869,"90-99,999",F,S,0
1380,68,9.170663169,"50-59,999",M,S,0
1381,67,1.098797755,"200 - 249,999",F,M,0
1382,82,9.32002824,"50-59,999",F,S,0
1383,90,21.9465399,"70-79,999",F,M,0
1384,67,6.19712698,"100-149,999",M,M,0
1385,71,27.70553643,"100-149,999",M,M,0
1386,71,14.22906034,"200 - 249,999",M,M,0
1387,86,2.431599889,"100-149,999",M,S,0
1388,78,4.088399452,Under $10k,M,M,0
1389,82,2.973279186,"100-149,999",F,M,0
1390,83,9.570441614,"20-29,999",F,S,0
1391,74,6.604467936,,F,,0
1392,74,20.29775692,"70-79,999",M,M,0
1393,89,2.62112726,"70-79,999",F,M,0
1394,73,21.07228953,"50-59,999",M,M,0
1395,73,26.49927161,"90-99,999",M,M,0
1396,73,4.397421987,"100-149,999",F,,0
1397,69,7.390127919,250k+,F,M,0
1398,90,0.961112028,"40-49,999",F,M,0
1399,71,4.387347137,,F,S,0
1400,73,15.17316389,"70-79,999",F,M,0
1401,69,6.342022739,"100-149,999",M,,0
1402,68,11.54621169,"100-149,999",M,M,0
1403,68,1.462325411,"90-99,999",F,M,0
1404,72,9.644899671,,M,,0
1405,84,7.444477202,"10-19,999",F,S,0
1406,80,2.413211447,Under $10k,M,,0
1407,65,2.944872895,"40-49,999",M,S,0
1408,91,3.034637442,"70-79,999",M,M,0
1409,76,3.619215135,"20-29,999",F,M,0
1410,88,10.11544881,"175 - 199,999",F,M,0
1411,84,3.11150442,"50-59,999",F,M,0
1412,79,11.06301849,"40-49,999",M,M,0
1413,65,10.37272816,"200 - 249,999",F,M,0
1414,66,2.825021277,"200 - 249,999",F,M,0
1415,69,7.487995081,"30-39,999",F,M,0
1416,70,6.383404306,"70-79,999",M,M,0
1417,76,4.276522756,Under $10k,F,S,0
1418,82,2.77735811,"40-49,999",M,M,0
1419,88,11.5097896,"70-79,999",M,M,0
1420,70,15.49703288,"10-19,999",F,S,0
1421,66,6.39205952,"175 - 199,999",M,M,0
1422,92,14.20300835,"40-49,999",F,M,0
1423,79,4.644976625,"90-99,999",M,M,0
1424,71,7.871829296,"100-149,999",F,M,0
1425,86,1.514321721,"70-79,999",M,M,0
1426,67,6.606472375,"40-49,999",M,S,0
1427,65,19.17276492,"70-79,999",F,M,0
1428,89,11.00040502,"50-59,999",F,M,0
1429,77,4.131101404,"10-19,999",F,S,0
1430,72,1.023592033,"70-79,999",F,S,0
1431,79,19.39129707,"90-99,999",M,M,0
1432,70,1.789777451,"40-49,999",F,M,0
1433,81,22.99947332,"10-19,999",F,S,0
1434,76,21.44212227,"40-49,999",M,M,0
1435,82,9.246899626,"30-39,999",F,M,0
1436,67,22.07875849,"70-79,999",F,M,0
1437,85,11.26884356,"30-39,999",M,M,0
1438,72,16.43748703,"20-29,999",F,S,0
1439,84,6.784948687,"50-59,999",M,M,0
1440,70,7.412643022,"70-79,999",M,S,0
1441,85,12.29304944,,F,,0
1442,66,27.81083212,"90-99,999",F,M,0
1443,66,6.086137581,"70-79,999",M,S,0
1444,77,9.218086628,"100-149,999",F,M,0
1445,73,4.298908433,"100-149,999",M,M,0
1446,65,2.751592067,"90-99,999",M,S,0
1447,71,14.41489319,"10-19,999",F,S,0
1448,71,11.5006015,"70-79,999",M,M,0
1449,69,8.156497835,,M,S,0
1450,86,5.918083172,"60-69,999",M,M,0
1451,79,3.17650615,"60-69,999",M,M,0
1452,88,1.679437812,"70-79,999",F,S,0
1453,70,0.256329407,"10-19,999",F,S,0
1454,66,15.22698644,"100-149,999",M,M,0
1455,92,17.59100147,"10-19,999",F,S,1
1456,68,0.657209143,"30-39,999",M,S,1
1457,86,17.99599178,"10-19,999",F,S,1
1458,74,2.828179853,"100-149,999",M,M,1
1459,78,7.948855931,"40-49,999",M,M,1
1460,67,23.41633617,"10-19,999",M,M,1
1461,72,6.558934771,"90-99,999",F,M,1
1462,78,1.738060915,"70-79,999",M,M,1
1463,87,6.711709673,250k+,M,M,0
1464,82,1.199575202,"40-49,999",F,S,0
1465,93,18.84667262,"10-19,999",F,S,0
1466,65,25.57512112,"10-19,999",F,S,0
1467,70,10.62867682,"10-19,999",F,M,0
1468,69,2.377273409,,F,,0
1469,76,1.570403149,"90-99,999",F,S,0
1470,75,26.2831739,"10-19,999",F,S,0
1471,70,14.29977534,"90-99,999",F,S,0
1472,65,2.088546469,"90-99,999",M,M,0
1473,78,22.06755508,"60-69,999",F,M,0
1474,87,3.51977848,"200 - 249,999",M,M,0
1475,92,4.396462721,"10-19,999",M,S,0
1476,74,8.856198471,"40-49,999",F,S,0
1477,65,18.62007372,"100-149,999",F,M,0
1478,76,10.56737613,"10-19,999",F,S,0
1479,75,3.598142889,"50-59,999",F,M,0
1480,87,14.53770924,,F,,0
1481,71,5.713150201,"200 - 249,999",M,M,0
1482,73,10.13421389,"70-79,999",F,M,0
1483,72,9.306695586,"40-49,999",F,M,0
1484,89,10.1244784,"90-99,999",M,M,0
1485,86,3.207742265,Under $10k,F,S,1
1486,76,28.51403145,"50-59,999",M,M,1
1487,92,7.43428415,"90-99,999",F,M,1
1488,80,6.088357118,"50-59,999",M,M,1
1489,83,1.578001581,"50-59,999",F,M,1
1490,92,18.45228175,"10-19,999",M,M,1
1491,78,2.212216883,"40-49,999",M,M,1
1492,87,2.255799037,"20-29,999",F,S,1
1493,68,6.394134507,"90-99,999",M,M,0
1494,88,4.077002681,"10-19,999",M,M,0
1495,74,14.22315899,"40-49,999",F,,0
1496,92,1.590335238,"10-19,999",F,,0
1497,84,4.139380248,"70-79,999",M,M,0
1498,69,4.952082557,"175 - 199,999",M,M,0
1499,65,8.716215267,"175 - 199,999",M,S,0
1500,70,11.11708246,"60-69,999",M,M,0
1501,71,3.270165917,,M,S,0
1502,76,2.26015973,"50-59,999",F,M,0
1503,68,13.52691891,,F,S,0
1504,93,4.558572978,"20-29,999",F,S,0
1505,83,4.759500102,"40-49,999",M,M,0
1506,73,11.94426241,Under $10k,M,M,0
1507,69,19.73521547,"10-19,999",F,S,0
1508,81,10.58752146,,F,M,0
1509,77,14.09042848,"90-99,999",M,M,0
1510,68,6.506539749,"10-19,999",M,M,0
1511,66,0.682821312,"100-149,999",M,S,0
1512,85,6.57232941,,M,,0
1513,66,16.02984701,"20-29,999",F,M,0
1514,84,4.531045764,"100-149,999",M,M,0
1515,72,2.219219499,250k+,M,M,0
1516,94,8.694069703,Under $10k,F,M,1
1517,75,2.635149505,"50-59,999",M,M,1
1518,82,15.01499512,"10-19,999",F,M,1
1519,84,3.33767801,"10-19,999",M,M,1
1520,78,3.688490599,Under $10k,F,S,1
1521,79,7.291090064,"40-49,999",M,M,1
1522,77,8.586389529,"70-79,999",M,S,1
1523,74,6.66348867,"90-99,999",M,S,1
1524,76,4.59564111,Under $10k,M,M,0
1525,83,4.270643737,"40-49,999",F,S,0
1526,84,2.430163791,,F,,0
1527,76,5.632122623,"60-69,999",M,M,0
1528,72,9.97394994,"90-99,999",F,M,0
1529,93,1.818877249,"90-99,999",M,,0
1530,77,8.712102465,"90-99,999",F,M,0
1531,80,15.13065681,"60-69,999",M,M,0
1532,89,12.47532819,"10-19,999",M,S,0
1533,65,4.690354828,250k+,F,M,0
1534,79,9.17832681,"150 - 174,999",M,M,0
1535,77,3.88831566,"50-59,999",M,S,0
1536,72,12.81052143,"90-99,999",M,,0
1537,68,15.68879988,"100-149,999",M,M,0
1538,81,28.89563862,"40-49,999",M,M,0
1539,69,18.40457256,"100-149,999",F,M,0
1540,79,10.90945914,"100-149,999",M,M,0
1541,88,2.552892171,"50-59,999",M,M,0
1542,88,13.82414153,"20-29,999",M,M,0
1543,90,3.44956158,"100-149,999",M,M,0
1544,77,4.857520496,250k+,M,M,0
1545,89,3.206356156,"100-149,999",F,M,0
1546,65,20.2099966,,M,M,0
1547,86,5.743749661,"10-19,999",F,S,0
1548,76,8.531390332,250k+,M,M,0
1549,81,26.52391787,"50-59,999",M,M,0
1550,86,5.584766367,,M,,0
1551,78,4.464965636,"40-49,999",M,M,1
1552,85,11.73283195,"30-39,999",F,M,1
1553,73,0.805805511,"10-19,999",F,M,1
1554,75,16.80528435,"30-39,999",F,S,1
1555,87,8.282007181,"50-59,999",M,M,1
1556,80,16.81233633,"40-49,999",M,M,1
1557,76,3.483442077,"10-19,999",M,S,1
1558,75,8.9384088,"70-79,999",F,S,0
1559,71,19.88475513,"10-19,999",F,S,0
1560,66,15.11892268,"10-19,999",M,,0
1561,71,3.945618218,"150 - 174,999",M,M,0
1562,74,9.266047077,"50-59,999",F,M,0
1563,70,15.19219693,"100-149,999",F,M,0
1564,74,0.940576675,"10-19,999",F,S,0
1565,66,2.877708506,"100-149,999",M,M,0
1566,85,7.96274181,,F,M,0
1567,67,4.829606031,,F,,0
1568,70,2.287855482,250k+,F,M,0
1569,66,13.68556558,"10-19,999",M,M,0
1570,73,22.74327872,"30-39,999",M,M,0
1571,79,0.787020532,"90-99,999",M,M,0
1572,65,3.063437293,"20-29,999",M,S,0
1573,74,5.144970431,"70-79,999",M,M,0
1574,69,9.964828439,,M,,0
1575,71,3.998415727,,M,,0
1576,65,21.0947047,"90-99,999",F,M,1
1577,69,2.363705497,"50-59,999",M,M,1
1578,71,13.63487911,"90-99,999",F,M,1
1579,85,24.49850247,"60-69,999",F,M,1
1580,84,1.353347342,"20-29,999",F,S,1
1581,87,13.16224788,"10-19,999",F,S,1
1582,92,0.673498056,"20-29,999",F,S,1
1583,78,1.462132962,"50-59,999",F,M,1
1584,67,5.336356215,"30-39,999",F,,0
1585,70,6.687530268,"20-29,999",F,S,0
1586,70,7.695954164,Under $10k,F,S,0
1587,68,13.48068884,"100-149,999",F,M,0
1588,73,21.38977591,"30-39,999",F,S,0
1589,86,14.35901625,"10-19,999",F,S,0
1590,71,3.185486524,"90-99,999",F,M,0
1591,71,10.38741298,"100-149,999",F,M,0
1592,66,6.923416695,"175 - 199,999",F,S,0
1593,66,5.832542327,"20-29,999",F,S,0
1594,78,13.47970285,"90-99,999",F,M,0
1595,73,6.973439829,,M,,0
1596,73,18.03210034,"30-39,999",M,M,0
1597,70,0.904695158,"20-29,999",F,S,0
1598,90,5.313312713,"90-99,999",M,M,1
1599,79,3.182726191,"90-99,999",F,M,1
1600,72,24.00754317,Under $10k,M,S,1
1601,72,7.866754446,"10-19,999",M,M,1
1602,78,1.365767532,"90-99,999",M,M,1
1603,79,1.043571207,"10-19,999",M,S,1
1604,93,6.166377855,"10-19,999",F,S,1
1605,72,9.834937778,"20-29,999",M,M,1
1606,83,7.39559659,,F,,0
1607,90,22.28930187,"10-19,999",F,M,0
1608,68,9.692390568,"40-49,999",M,S,0
1609,81,4.201000941,"100-149,999",F,M,0
1610,69,8.02992752,"50-59,999",F,M,0
1611,93,4.152829048,"10-19,999",F,S,0
1612,70,13.05654717,"200 - 249,999",F,M,0
1613,68,3.144863862,"10-19,999",F,S,0
1614,85,0.77884158,"90-99,999",F,M,0
1615,77,16.31221564,"50-59,999",M,M,0
1616,74,11.39663735,"30-39,999",F,S,0
1617,75,18.61239203,"40-49,999",M,S,0
1618,68,18.17093012,"90-99,999",M,M,0
1619,72,1.797002139,"30-39,999",F,S,0
1620,71,15.7431489,"50-59,999",M,M,0
1621,65,10.02033691,"10-19,999",F,S,0
1622,85,4.214935886,"100-149,999",M,S,0
1623,72,20.66526647,"100-149,999",F,M,0
1624,74,9.771160549,"10-19,999",F,M,0
1625,83,9.341995983,"40-49,999",M,,0
1626,69,5.389543384,"100-149,999",M,M,0
1627,90,4.669762238,"100-149,999",F,S,0
1628,80,2.50028299,"60-69,999",M,M,0
1629,81,1.01314126,"90-99,999",M,M,0
1630,66,5.118843707,"100-149,999",F,M,0
1631,82,10.55141426,"30-39,999",F,M,1
1632,72,1.532073886,"90-99,999",M,M,1
1633,81,7.240292151,"30-39,999",F,M,1
1634,77,20.34999728,"90-99,999",M,M,1
1635,91,1.156888621,"90-99,999",M,M,1
1636,91,3.624392929,"20-29,999",M,M,1
1637,79,6.905351119,"50-59,999",M,M,0
1638,89,1.488151504,,F,,0
1639,65,3.090807094,Under $10k,F,S,0
1640,79,2.63649111,"50-59,999",M,S,0
1641,68,13.36375074,"10-19,999",F,S,0
1642,76,5.270992482,"40-49,999",F,S,0
1643,67,15.75762628,"100-149,999",F,M,0
1644,71,11.8092265,"100-149,999",F,S,0
1645,69,17.56464759,"10-19,999",F,S,0
1646,78,12.56627191,"20-29,999",F,S,0
1647,68,2.078629427,"90-99,999",F,M,0
1648,73,1.252838449,"90-99,999",F,M,0
1649,70,2.864168457,,M,,0
1650,65,11.50339341,Under $10k,F,S,0
1651,76,2.397850187,"40-49,999",F,M,0
1652,89,14.76161135,"40-49,999",F,S,0
1653,69,5.664649288,"60-69,999",M,M,0
1654,65,7.730718458,"90-99,999",F,M,0
1655,89,11.28634157,,F,,0
1656,80,0.636523092,"30-39,999",M,S,1
1657,71,12.8639344,"20-29,999",M,M,1
1658,82,21.0672256,"40-49,999",F,M,1
1659,66,6.449274977,,M,S,1
1660,78,7.418117521,"20-29,999",M,M,1
1661,82,6.736138133,"100-149,999",F,S,1
1662,80,25.39543408,,M,M,1
1663,92,7.462530647,"200 - 249,999",M,S,1
1664,69,8.418367506,"100-149,999",M,S,0
1665,72,10.17753759,"50-59,999",M,M,0
1666,66,1.574748627,"100-149,999",M,M,0
1667,68,2.213421794,"70-79,999",M,S,0
1668,72,4.567356973,"90-99,999",M,S,0
1669,84,10.75951307,250k+,M,M,0
1670,87,10.97483592,"20-29,999",M,M,0
1671,86,5.183914506,,M,S,0
1672,85,23.35652283,"20-29,999",F,S,0
1673,91,2.351922685,,F,,0
1674,89,12.35377008,,F,,0
1675,68,3.522108205,"100-149,999",M,M,0
1676,74,5.139360076,"30-39,999",F,S,0
1677,77,16.59239203,,F,,0
1678,65,3.565818072,"150 - 174,999",M,M,0
1679,81,16.21542071,"100-149,999",M,M,0
1680,65,21.21212187,"30-39,999",M,M,0
1681,91,5.999799479,"90-99,999",M,M,0
1682,65,1.729476204,"150 - 174,999",M,M,0
1683,76,0.204846406,"200 - 249,999",M,S,0
1684,79,14.75263281,"10-19,999",F,S,1
1685,83,2.388052646,"90-99,999",F,M,1
1686,66,0.918321783,"20-29,999",F,S,1
1687,90,7.464649115,"50-59,999",M,S,1
1688,68,3.211089956,"50-59,999",M,S,1
1689,75,18.4848973,"70-79,999",M,M,1
1690,84,29.10146412,"20-29,999",F,M,1
1691,82,3.296103842,"40-49,999",M,M,1
1692,68,22.08459517,"90-99,999",,M,0
1693,80,7.468870693,"50-59,999",M,M,0
1694,70,7.030348132,"70-79,999",F,M,0
1695,71,16.78026831,"100-149,999",M,M,0
1696,69,4.028635472,"50-59,999",F,S,0
1697,75,6.840686694,"90-99,999",M,M,0
1698,69,6.833225095,"90-99,999",F,M,0
1699,76,11.54974697,"30-39,999",M,,0
1700,84,5.575396867,"30-39,999",F,S,0
1701,73,16.63113582,,M,M,0
1702,66,9.69615183,250k+,F,M,0
1703,78,2.755503726,"100-149,999",F,M,0
1704,91,15.5876769,,F,,0
1705,66,15.78561089,"90-99,999",F,M,0
1706,85,9.537065892,"100-149,999",M,M,0
1707,72,3.107677634,"70-79,999",F,M,0
1708,94,1.353918979,"40-49,999",F,S,0
1709,75,12.74350305,"20-29,999",F,M,0
1710,67,1.726242632,"90-99,999",F,M,0
1711,65,9.290750604,,F,,0
1712,68,3.044358879,"100-149,999",F,M,0
1713,66,1.502737269,"60-69,999",F,M,0
1714,71,7.776497858,"60-69,999",M,M,0
1715,75,18.19775546,,F,,0
1716,72,10.45779517,"90-99,999",F,,0
1717,66,22.12284427,"150 - 174,999",M,M,0
1718,69,0.911702581,"175 - 199,999",M,M,0
1719,65,18.30908362,"200 - 249,999",F,M,0
1720,65,7.706454958,"50-59,999",F,S,0
1721,78,6.086212827,"100-149,999",F,M,0
1722,78,10.89131911,"100-149,999",F,S,1
1723,77,11.40971168,"50-59,999",M,M,1
1724,82,7.589043317,"50-59,999",M,M,1
1725,91,6.095919465,"40-49,999",M,M,1
1726,87,1.693160552,"50-59,999",M,M,1
1727,77,0.915246147,"60-69,999",M,M,1
1728,76,1.69971814,"50-59,999",M,M,1
1729,92,19.60996708,"10-19,999",M,M,1
1730,77,8.784169225,"20-29,999",M,M,1
1731,87,0.327850682,"60-69,999",M,M,1
1732,67,9.142630366,"20-29,999",F,S,0
1733,81,1.017071033,Under $10k,F,S,0
1734,83,20.87815773,"40-49,999",F,S,0
1735,70,13.21982823,"100-149,999",M,M,0
1736,71,1.400118579,"40-49,999",M,M,0
1737,86,3.931483162,,F,,0
1738,65,5.090303849,"200 - 249,999",M,S,0
1739,82,9.914840418,"90-99,999",F,S,0
1740,80,11.70728702,,F,,0
1741,70,1.836299301,Under $10k,F,M,0
1742,78,24.79219151,"40-49,999",M,S,0
1743,70,6.709518561,"70-79,999",F,S,0
1744,89,3.529166659,"70-79,999",F,M,0
1745,70,6.573691218,"100-149,999",F,M,0
1746,77,5.711570797,"90-99,999",F,M,0
1747,83,8.450496958,"20-29,999",M,M,0
1748,70,3.297280226,"70-79,999",M,S,0
1749,73,6.159104816,"90-99,999",M,M,0
1750,82,5.672102556,"20-29,999",M,S,0
1751,65,12.42265913,"50-59,999",F,M,0
1752,73,3.561757848,"40-49,999",F,S,0
1753,65,13.13942597,"150 - 174,999",M,M,0
1754,86,25.86062594,"20-29,999",F,S,0
1755,82,1.926879217,"70-79,999",M,S,0
1756,84,10.98296201,"150 - 174,999",F,S,0
1757,68,0.631490506,"20-29,999",F,S,0
1758,89,26.11075155,Under $10k,F,S,1
1759,81,2.345700673,"40-49,999",M,M,1
1760,94,1.762568646,"60-69,999",F,M,1
1761,86,1.746628563,"10-19,999",M,M,1
1762,89,7.846193482,"30-39,999",M,M,1
1763,73,7.625859105,"50-59,999",F,S,1
1764,71,5.170461571,Under $10k,F,S,0
1765,79,4.967918755,"90-99,999",M,,0
1766,81,3.581225852,"90-99,999",F,M,0
1767,71,1.931809445,"10-19,999",F,S,0
1768,73,18.54470171,Under $10k,F,M,0
1769,78,3.672286363,,F,S,0
1770,65,1.45269723,"50-59,999",F,S,0
1771,87,7.101831262,"70-79,999",F,M,0
1772,82,5.564595776,,M,,0
1773,67,7.739130566,"150 - 174,999",M,S,0
1774,79,21.94600112,"10-19,999",F,S,0
1775,80,7.861130533,"40-49,999",F,S,0
1776,72,16.75929435,"90-99,999",F,M,0
1777,71,1.741651867,"10-19,999",F,S,0
1778,75,8.023247583,"175 - 199,999",F,M,0
1779,69,1.458481677,"90-99,999",M,M,0
1780,84,1.629846818,"90-99,999",F,M,0
1781,74,2.84132773,"20-29,999",M,S,0
1782,76,6.245947079,"90-99,999",F,S,0
1783,74,1.099022402,"30-39,999",M,M,0
1784,84,2.450007667,"90-99,999",M,M,1
1785,79,6.833921883,"90-99,999",M,M,1
1786,84,4.014868837,"10-19,999",M,M,1
1787,82,4.6846106,"50-59,999",F,M,1
1788,66,28.59886325,"50-59,999",F,M,1
1789,76,5.121989163,"50-59,999",M,M,1
1790,72,29.63182153,"40-49,999",M,S,1
1791,82,15.13285832,"20-29,999",F,S,0
1792,67,2.440636102,"60-69,999",M,M,0
1793,84,5.085592936,"50-59,999",F,S,0
1794,70,7.383779878,"100-149,999",M,M,0
1795,78,6.514137141,"40-49,999",,M,0
1796,65,10.26134456,"70-79,999",F,M,0
1797,72,14.02640066,,F,M,0
1798,68,0.959342798,"175 - 199,999",F,M,0
1799,71,0.911158695,"20-29,999",M,S,0
1800,69,13.77101574,"100-149,999",F,S,0
1801,73,5.338494852,"40-49,999",F,M,0
1802,93,1.451639861,"10-19,999",F,,0
1803,72,9.459287758,,F,,0
1804,87,2.582207996,Under $10k,F,S,0
1805,80,16.38208457,"30-39,999",M,M,1
1806,71,19.90054632,"50-59,999",F,M,1
1807,88,1.120024477,"90-99,999",F,M,1
1808,93,3.186017945,"20-29,999",F,S,1
1809,85,3.672154865,"40-49,999",M,M,1
1810,90,4.950278058,"100-149,999",F,M,1
1811,77,22.55433398,"20-29,999",M,M,1
1812,70,7.566918007,"90-99,999",M,S,0
1813,75,1.503235866,"50-59,999",M,M,0
1814,74,1.995609996,"90-99,999",F,M,0
1815,82,15.76235646,"40-49,999",M,M,0
1816,72,1.154518052,"175 - 199,999",F,M,0
1817,68,2.778192329,"40-49,999",M,M,0
1818,79,11.82377499,"70-79,999",M,S,0
1819,77,5.626012459,"100-149,999",F,M,0
